scenario,description,exclude_outliers,test_cell,window,model_name,n_features,oof_rmse,mean_inner_rmse,meta_coef,meta_abs_weight
all_windows_available,All window-specific features are available.,False,Cell12,medium_35_40,ExtraTrees,19,0.010962318688348746,0.010735985319466217,0.002538372947408314,0.02396274078497089
all_windows_available,All window-specific features are available.,False,Cell12,medium_35_40,RandomForest,19,0.012190954974886514,0.01202325371274918,9.348374291667493e-05,0.0008825049531859832
all_windows_available,All window-specific features are available.,False,Cell12,medium_35_40,HistGB,19,0.09013186096777978,0.08960006484068407,-0.0006285286048061936,0.005933433874753442
all_windows_available,All window-specific features are available.,False,Cell12,medium_35_40,XGBoost,19,0.015363010809543831,0.0146678527883442,-0.0013152087293819966,0.012415829554317323
all_windows_available,All window-specific features are available.,False,Cell12,medium_35_40,LightGBM,19,0.09013186064519932,0.08960006455178396,-0.0006285323178769541,0.005933468926873046
all_windows_available,All window-specific features are available.,False,Cell12,medium_35_40,CatBoost,19,0.016813700420203328,0.016080131599397023,-0.0030092450465344,0.02840786618143948
all_windows_available,All window-specific features are available.,False,Cell12,narrow_36_385,Ridge,19,0.013349641060325091,0.013026294967775272,0.01404527614053615,0.13259017425025596
all_windows_available,All window-specific features are available.,False,Cell12,narrow_36_385,ExtraTrees,19,0.011442399723456875,0.01082826817136319,0.006985606739694408,0.0659455040678529
all_windows_available,All window-specific features are available.,False,Cell12,narrow_36_385,RandomForest,19,0.012266745995576221,0.011684547955212088,0.0015419379270728063,0.014556197855278164
all_windows_available,All window-specific features are available.,False,Cell12,narrow_36_385,HistGB,19,0.09013186096777978,0.08960006484068407,-0.0006285286048060987,0.0059334338747525465
all_windows_available,All window-specific features are available.,False,Cell12,narrow_36_385,XGBoost,19,0.018388505086808903,0.017088212239631438,-0.00460869731607622,0.043507010762260934
